"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"19158",2014,"Never married",50,"Other","Refused","No answer","Other","Not applicable",NA
"19159",2014,"Married",38,"White","$7000 to 7999","Not str republican","Protestant","Am bapt ch in usa",2
"19160",2014,"Married",35,"White","$20000 - 24999","Strong democrat","Catholic","Not applicable",2
"19161",2014,"Never married",19,"Black","Not applicable","Independent","None","Not applicable",NA
"19162",2014,"Married",56,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",NA
"19163",2014,"Married",46,"Other","$25000 or more","Ind,near dem","None","Not applicable",NA
"19164",2014,"Married",68,"White","Not applicable","Strong democrat","Catholic","Not applicable",3
"19165",2014,"Separated",41,"White","$25000 or more","Strong democrat","Don't know","Not applicable",1
"19166",2014,"Married",29,"White","Refused","Independent","Christian","No denomination",NA
"19167",2014,"Married",61,"Other","$10000 - 14999","Not str republican","Catholic","Not applicable",4
"19168",2014,"Married",56,"White","$15000 - 19999","Ind,near rep","Protestant","Other",2
"19169",2014,"Divorced",33,"White","Not applicable","Not str republican","Christian","No denomination",0
"19170",2014,"Never married",24,"Other","$25000 or more","Not str democrat","None","Not applicable",1
"19171",2014,"Married",69,"White","$20000 - 24999","Strong democrat","Jewish","Not applicable",2
"19172",2014,"Married",61,"White","$25000 or more","Strong democrat","None","Not applicable",1
"19173",2014,"Widowed",78,"Black","Not applicable","Ind,near dem","Protestant","Southern baptist",NA
"19174",2014,"Widowed",43,"White","$10000 - 14999","Independent","Catholic","Not applicable",NA
"19175",2014,"Divorced",52,"White","Not applicable","Not str republican","Protestant","Baptist-dk which",4
"19176",2014,"Never married",59,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
"19177",2014,"Divorced",69,"White","$25000 or more","Strong democrat","Protestant","Episcopal",3
"19178",2014,"Married",37,"White","Not applicable","Strong democrat","None","Not applicable",NA
"19179",2014,"Married",41,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19180",2014,"Divorced",59,"White","Not applicable","Ind,near dem","Other","Not applicable",2
"19181",2014,"Never married",23,"White","$15000 - 19999","Other party","Buddhism","Not applicable",NA
"19182",2014,"Never married",19,"Other","Not applicable","Ind,near dem","Protestant","Other",4
"19183",2014,"Never married",30,"White","$15000 - 19999","Ind,near dem","None","Not applicable",1
"19184",2014,"Married",75,"White","Not applicable","Ind,near rep","Catholic","Not applicable",3
"19185",2014,"Never married",46,"White","Refused","Not str democrat","Catholic","Not applicable",2
"19186",2014,"Never married",19,"White","Not applicable","Independent","Catholic","Not applicable",5
"19187",2014,"Never married",51,"Other","$25000 or more","Not str democrat","Christian","No denomination",2
"19188",2014,"Married",61,"White","$25000 or more","Not str republican","Protestant","No denomination",4
"19189",2014,"Married",45,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"19190",2014,"Married",58,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"19191",2014,"Married",79,"White","Not applicable","Not str democrat","Catholic","Not applicable",6
"19192",2014,"Married",75,"Other","Not applicable","Ind,near rep","Protestant","No denomination",NA
"19193",2014,"Widowed",89,"White","Not applicable","Strong republican","Catholic","Not applicable",3
"19194",2014,"Never married",41,"Other","$20000 - 24999","Independent","Catholic","Not applicable",1
"19195",2014,"Married",32,"Other","Refused","Ind,near rep","None","Not applicable",2
"19196",2014,"Married",58,"Other","$25000 or more","Strong republican","Buddhism","Not applicable",2
"19197",2014,"Married",72,"White","$25000 or more","Ind,near rep","Protestant","United methodist",3
"19198",2014,"Divorced",66,"White","Not applicable","Not str democrat","None","Not applicable",2
"19199",2014,"Never married",21,"Black","Not applicable","Ind,near dem","None","Not applicable",4
"19200",2014,"Divorced",45,"White","Not applicable","Ind,near rep","Catholic","Not applicable",NA
"19201",2014,"Married",58,"White","$25000 or more","Independent","None","Not applicable",4
"19202",2014,"Married",50,"White","$1000 to 2999","Ind,near rep","Catholic","Not applicable",1
"19203",2014,"Divorced",55,"White","Not applicable","Strong democrat","Catholic","Not applicable",1
"19204",2014,"Divorced",43,"White","$25000 or more","Independent","None","Not applicable",1
"19205",2014,"Married",31,"White","Not applicable","Independent","Protestant","Other",2
"19206",2014,"Never married",30,"White","Not applicable","Strong democrat","Catholic","Not applicable",3
"19207",2014,"Never married",42,"Black","Not applicable","Ind,near dem","None","Not applicable",2
"19208",2014,"Married",25,"Other","$10000 - 14999","Independent","Protestant","Other",NA
"19209",2014,"Divorced",59,"White","Not applicable","Not str democrat","Catholic","Not applicable",2
"19210",2014,"Widowed",80,"White","Not applicable","Not str republican","Protestant","Lutheran-dk which",10
"19211",2014,"Divorced",58,"White","Not applicable","Independent","Catholic","Not applicable",8
"19212",2014,"Married",40,"White","Not applicable","Independent","Christian","No denomination",0
"19213",2014,"Separated",78,"White","Not applicable","No answer","None","Not applicable",5
"19214",2014,"Widowed",78,"White","Not applicable","Not str democrat","Christian","No denomination",5
"19215",2014,"Married",46,"White","$25000 or more","Strong republican","Christian","No denomination",1
"19216",2014,"Married",43,"White","$25000 or more","Ind,near rep","Protestant","Lutheran-dk which",NA
"19217",2014,"Married",81,"White","Not applicable","Strong republican","Catholic","Not applicable",3
"19218",2014,"Married",63,"Black","Not applicable","No answer","No answer","No answer",3
"19219",2014,"Divorced",48,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
"19220",2014,"Never married",48,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",3
"19221",2014,"Married",57,"Black","Not applicable","Strong democrat","Protestant","No denomination",NA
"19222",2014,"Never married",29,"White","$15000 - 19999","Strong democrat","None","Not applicable",1
"19223",2014,"Separated",30,"White","Not applicable","Ind,near dem","None","Not applicable",4
"19224",2014,"Never married",29,"Black","$25000 or more","Strong democrat","Inter-nondenominational","Not applicable",0
"19225",2014,"Divorced",50,"Black","$25000 or more","Strong democrat","Protestant","United methodist",4
"19226",2014,"Divorced",61,"White","Not applicable","Independent","Christian","No denomination",1
"19227",2014,"Married",30,"White","$25000 or more","Independent","Don't know","Not applicable",0
"19228",2014,"Married",32,"White","$25000 or more","Not str democrat","Catholic","Not applicable",1
"19229",2014,"Never married",18,"White","Not applicable","Other party","None","Not applicable",5
"19230",2014,"Divorced",85,"White","Not applicable","Strong democrat","Protestant","United pres ch in us",3
"19231",2014,"Divorced",51,"White","Not applicable","Independent","None","Not applicable",4
"19232",2014,"Separated",26,"White","$25000 or more","Ind,near dem","None","Not applicable",0
"19233",2014,"Married",38,"White","$25000 or more","Other party","None","Not applicable",2
"19234",2014,"Married",39,"Other","$20000 - 24999","Independent","Catholic","Not applicable",NA
"19235",2014,"Never married",20,"White","$15000 - 19999","Ind,near dem","Catholic","Not applicable",4
"19236",2014,"Married",39,"White","$1000 to 2999","Not str republican","Catholic","Not applicable",1
"19237",2014,"Married",57,"White","$4000 to 4999","Strong democrat","None","Not applicable",4
"19238",2014,"Widowed",87,"White","Not applicable","Strong republican","Protestant","No denomination",5
"19239",2014,"Married",81,"White","Not applicable","Ind,near rep","Protestant","Luth ch in america",NA
"19240",2014,"Never married",31,"White","$25000 or more","Ind,near rep","None","Not applicable",NA
"19241",2014,"Married",61,"White","$25000 or more","Strong republican","Catholic","Not applicable",2
"19242",2014,"Married",31,"White","$20000 - 24999","Independent","None","Not applicable",NA
"19243",2014,"Married",61,"Other","Not applicable","Strong democrat","None","Not applicable",NA
"19244",2014,"Widowed",39,"White","Not applicable","Ind,near dem","Protestant","Lutheran-dk which",6
"19245",2014,"Never married",84,"White","Not applicable","Ind,near rep","Protestant","Episcopal",NA
"19246",2014,"Married",54,"White","Not applicable","Ind,near dem","Protestant","Evangelical luth",1
"19247",2014,"Never married",26,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",3
"19248",2014,"Married",84,"White","Not applicable","Independent","Catholic","Not applicable",2
"19249",2014,"Married",60,"Black","$25000 or more","Strong democrat","Protestant","Episcopal",1
"19250",2014,"Never married",43,"White","$25000 or more","Independent","None","Not applicable",2
"19251",2014,"Divorced",65,"White","$25000 or more","Strong democrat","Jewish","Not applicable",4
"19252",2014,"Divorced",34,"Black","$25000 or more","Not str democrat","Christian","No denomination",1
"19253",2014,"Widowed",78,"White","Not applicable","Strong democrat","Protestant","Other",NA
"19254",2014,"Divorced",85,"White","Not applicable","Independent","Protestant","Other",NA
"19255",2014,"Widowed",73,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
"19256",2014,"Never married",25,"White","$25000 or more","Not str democrat","Catholic","Not applicable",0
"19257",2014,"Married",30,"White","$25000 or more","Independent","Protestant","No denomination",NA
"19258",2014,"Divorced",46,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",2
"19259",2014,"Never married",28,"Black","$25000 or more","Not str democrat","None","Not applicable",0
"19260",2014,"Widowed",40,"Black","$25000 or more","Not str democrat","Protestant","Evangelical luth",NA
"19261",2014,"Never married",25,"Black","$7000 to 7999","Independent","None","Not applicable",NA
"19262",2014,"Married",55,"Other","$25000 or more","Strong democrat","Catholic","Not applicable",12
"19263",2014,"Never married",19,"Other","Not applicable","Ind,near dem","Protestant","Other",NA
"19264",2014,"Never married",31,"Other","$8000 to 9999","Ind,near rep","Christian","No denomination",NA
"19265",2014,"Married",33,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",2
"19266",2014,"Never married",27,"White","Not applicable","Not str democrat","Protestant","No denomination",1
"19267",2014,"Divorced",62,"White","Not applicable","Strong republican","Catholic","Not applicable",6
"19268",2014,"Married",70,"White","Not applicable","Strong democrat","Catholic","Not applicable",NA
"19269",2014,"Married",58,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",4
"19270",2014,"Married",54,"Other","$5000 to 5999","Independent","Catholic","Not applicable",4
"19271",2014,"Married",50,"Other","Not applicable","Independent","Protestant","No denomination",NA
"19272",2014,"Married",36,"White","$20000 - 24999","Strong democrat","Christian","No denomination",2
"19273",2014,"Divorced",34,"Other","$20000 - 24999","Ind,near dem","Catholic","Not applicable",NA
"19274",2014,"Never married",19,"Other","Lt $1000","Ind,near dem","Catholic","Not applicable",5
"19275",2014,"Divorced",39,"Other","Not applicable","Independent","Catholic","Not applicable",NA
"19276",2014,"Married",66,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",0
"19277",2014,"Divorced",73,"White","Not applicable","Strong democrat","Jewish","Not applicable",NA
"19278",2014,"Never married",53,"White","$25000 or more","Not str democrat","Catholic","Not applicable",4
"19279",2014,"Married",41,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"19280",2014,"Never married",35,"Black","Lt $1000","Independent","None","Not applicable",0
"19281",2014,"Never married",23,"White","Not applicable","Not str republican","Catholic","Not applicable",1
"19282",2014,"Separated",74,"White","Not applicable","Ind,near rep","Orthodox-christian","Not applicable",NA
"19283",2014,"Married",36,"Other","Not applicable","Not str republican","Catholic","Not applicable",NA
"19284",2014,"Never married",23,"Black","Not applicable","Not str democrat","None","Not applicable",12
"19285",2014,"Married",64,"White","$15000 - 19999","Strong republican","Protestant","No denomination",3
"19286",2014,"Never married",39,"Other","$3000 to 3999","Ind,near dem","None","Not applicable",NA
